nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Boudenoot,"Louis, Charles, François",Pas-de-Calais Groupe Républicain,8 mai 1898,2 décembre 1901,2 mai 1855,22 octobre 1922,1018,https://www2.assemblee-nationale.fr/sycomore/fiche/1018
Boudet,René,Allier Groupe Parti socialiste,11 mai 1924,31 mai 1928,10 septembre 1874,22 août 1965,1019,https://www2.assemblee-nationale.fr/sycomore/fiche/1019
Boudet,René,Allier Groupe Parti socialiste,29 avril 1928,31 mai 1932,10 septembre 1874,22 août 1965,1019,https://www2.assemblee-nationale.fr/sycomore/fiche/1019
Boudet,René,Allier Groupe Parti socialiste,8 mai 1932,31 mai 1936,10 septembre 1874,22 août 1965,1019,https://www2.assemblee-nationale.fr/sycomore/fiche/1019
Boudet,René,Allier Groupe Socialiste,3 mai 1936,31 mai 1942,10 septembre 1874,22 août 1965,1019,https://www2.assemblee-nationale.fr/sycomore/fiche/1019
Boudeville,Charles,Oise Groupe Union républicaine,14 octobre 1877,14 octobre 1881,23 septembre 1824,22 février 1895,1021,https://www2.assemblee-nationale.fr/sycomore/fiche/1021
Boudeville,Charles,Oise Groupe Union républicaine,21 août 1881,14 octobre 1885,23 septembre 1824,22 février 1895,1021,https://www2.assemblee-nationale.fr/sycomore/fiche/1021
Boudeville,Charles,Oise Groupe Union républicaine,22 septembre 1889,14 octobre 1893,23 septembre 1824,22 février 1895,1021,https://www2.assemblee-nationale.fr/sycomore/fiche/1021
Boudeville,Charles,Oise Groupe Union républicaine,3 septembre 1893,22 février 1895,23 septembre 1824,22 février 1895,1021,https://www2.assemblee-nationale.fr/sycomore/fiche/1021
Boudoint,"Jean, Pierre, Claude, Marcel",Loire Groupe Républicain progressiste,8 mai 1910,31 mai 1914,16 janvier 1860,12 mars 1943,1024,https://www2.assemblee-nationale.fr/sycomore/fiche/1024
Boué,"Germain, Alexandre",Hautes-Pyrénées Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,30 décembre 1870,3 juin 1942,1026,https://www2.assemblee-nationale.fr/sycomore/fiche/1026
Boué,"Germain, Alexandre",Hautes-Pyrénées,4 octobre 1925,31 mai 1928,30 décembre 1870,3 juin 1942,1026,https://www2.assemblee-nationale.fr/sycomore/fiche/1026
Boüessé,"Joseph, Jules, Adolphe",Mayenne Groupe Parti républicain socialiste et socialiste français,29 avril 1928,31 mai 1932,16 juillet 1891,15 mai 1980,1027,https://www2.assemblee-nationale.fr/sycomore/fiche/1027
Boüessé,"Joseph, Jules, Adolphe",Mayenne Groupe Parti socialiste français,8 mai 1932,31 mai 1936,16 juillet 1891,15 mai 1980,1027,https://www2.assemblee-nationale.fr/sycomore/fiche/1027
Bouffandeau,"Félix, Louis, Marie, Daniel",Oise Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,21 avril 1855,13 mai 1926,1028,https://www2.assemblee-nationale.fr/sycomore/fiche/1028
Bouffandeau,"Félix, Louis, Marie, Daniel",Oise Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,21 avril 1855,13 mai 1926,1028,https://www2.assemblee-nationale.fr/sycomore/fiche/1028
Bouffandeau,"Félix, Louis, Marie, Daniel",Oise Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,21 avril 1855,13 mai 1926,1028,https://www2.assemblee-nationale.fr/sycomore/fiche/1028
Bouge,"Auguste, Eugène, César, Marie",Bouches-du-Rhône,6 octobre 1889,14 octobre 1893,23 juin 1853,8 janvier 1931,1029,https://www2.assemblee-nationale.fr/sycomore/fiche/1029
Bouge,"Auguste, Eugène, César, Marie",Bouches-du-Rhône,3 septembre 1893,31 mai 1898,23 juin 1853,8 janvier 1931,1029,https://www2.assemblee-nationale.fr/sycomore/fiche/1029
Bouge,"Auguste, Eugène, César, Marie",Bouches-du-Rhône Groupe Républicain progressiste,24 avril 1910,31 mai 1914,23 juin 1853,8 janvier 1931,1029,https://www2.assemblee-nationale.fr/sycomore/fiche/1029
Bouge,"Auguste, Eugène, César, Marie",Bouches-du-Rhône Groupe Gauche démocratique,26 avril 1914,7 décembre 1919,23 juin 1853,8 janvier 1931,1029,https://www2.assemblee-nationale.fr/sycomore/fiche/1029
d'Hénin,"Thierry, Arno, Laurent, Baudouin d'Alsace",Vosges Groupe Républicain,3 juin 1894,31 mai 1898,5 août 1853,24 février 1934,103,https://www2.assemblee-nationale.fr/sycomore/fiche/103
d'Hénin,"Thierry, Arno, Laurent, Baudouin d'Alsace",Vosges Groupe Républicain,8 mai 1898,31 mai 1902,5 août 1853,24 février 1934,103,https://www2.assemblee-nationale.fr/sycomore/fiche/103
d'Hénin,"Thierry, Arno, Laurent, Baudouin d'Alsace",Vosges Groupe Républicain,27 avril 1902,31 mai 1906,5 août 1853,24 février 1934,103,https://www2.assemblee-nationale.fr/sycomore/fiche/103
d'Hénin,"Thierry, Arno, Laurent, Baudouin d'Alsace",Vosges Groupe Progressiste,6 mai 1906,3 janvier 1909,5 août 1853,24 février 1934,103,https://www2.assemblee-nationale.fr/sycomore/fiche/103
Bougère,Ferdinand,Maine-et-Loire,8 mai 1898,31 mai 1902,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Défense nationale,27 avril 1902,31 mai 1906,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Action libérale,6 mai 1906,31 mai 1910,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Députés indépendants,24 avril 1910,31 mai 1914,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Non inscrit,26 avril 1914,7 décembre 1919,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Indépendants,16 novembre 1919,31 mai 1924,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Non inscrit,11 mai 1924,31 mai 1928,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Ferdinand,Maine-et-Loire Groupe Députés indépendants,29 avril 1928,31 mai 1932,26 juillet 1868,25 octobre 1933,1030,https://www2.assemblee-nationale.fr/sycomore/fiche/1030
Bougère,Laurent,Maine-et-Loire Groupe Union des Droites,20 août 1893,31 mai 1898,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougère,Laurent,Maine-et-Loire Groupe Union des Droites,8 mai 1898,31 mai 1902,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougère,Laurent,Maine-et-Loire Groupe Défense nationale,27 avril 1902,31 mai 1906,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougère,Laurent,Maine-et-Loire Groupe Action libérale,6 mai 1906,31 mai 1910,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougère,Laurent,Maine-et-Loire Groupe Droites,24 avril 1910,31 mai 1914,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougère,Laurent,Maine-et-Loire Groupe Non inscrit,26 avril 1914,18 août 1918,14 décembre 1864,18 août 1918,1031,https://www2.assemblee-nationale.fr/sycomore/fiche/1031
Bougon,"Auguste, Marie",Oise,11 mai 1902,30 juin 1902,10 février 1850,,1032,https://www2.assemblee-nationale.fr/sycomore/fiche/1032
Bougues,Julien,Haute-Garonne Groupe Gauche radicale,23 février 1908,31 mai 1910,20 août 1876,27 octobre 1928,1034,https://www2.assemblee-nationale.fr/sycomore/fiche/1034
Bougues,Julien,Haute-Garonne Groupe Gauche radicale,8 mai 1910,31 mai 1914,20 août 1876,27 octobre 1928,1034,https://www2.assemblee-nationale.fr/sycomore/fiche/1034
Bouhenry,"Camille, Clément",Aube Groupe Républicains de gauche,12 juin 1927,31 mai 1928,23 novembre 1873,15 juillet 1942,1036,https://www2.assemblee-nationale.fr/sycomore/fiche/1036
Bouhenry,"Camille, Clément",Aube Groupe Républicains de gauche,29 avril 1928,31 mai 1932,23 novembre 1873,15 juillet 1942,1036,https://www2.assemblee-nationale.fr/sycomore/fiche/1036
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,3 mai 1936,31 mai 1942,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,21 octobre 1945,10 juin 1946,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,2 juin 1946,27 novembre 1946,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,10 novembre 1946,4 juillet 1951,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,17 juin 1951,1 décembre 1955,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey,"Jean, Baptiste, Georges",Côte-d'Or Groupe Socialiste,2 janvier 1956,8 décembre 1958,23 octobre 1898,12 juin 1963,1037,https://www2.assemblee-nationale.fr/sycomore/fiche/1037
Bouhey-Allex,Jean-Baptiste,Côte-d'Or Groupe Socialistes parlementaires,11 mai 1902,31 mai 1906,3 février 1855,28 juillet 1913,1038,https://www2.assemblee-nationale.fr/sycomore/fiche/1038
Bouhey-Allex,Jean-Baptiste,Côte-d'Or Groupe Parti socialiste,8 mai 1910,28 juillet 1913,3 février 1855,28 juillet 1913,1038,https://www2.assemblee-nationale.fr/sycomore/fiche/1038
Altorffer,"Charles, Émile",Bas-Rhin Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,30 janvier 1881,6 août 1960,104,https://www2.assemblee-nationale.fr/sycomore/fiche/104
Altorffer,"Charles, Émile",Bas-Rhin Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,30 janvier 1881,6 août 1960,104,https://www2.assemblee-nationale.fr/sycomore/fiche/104
Bouilloux-Lafont,Maurice,Finistère Groupe Républicains de gauche,10 mai 1914,7 décembre 1919,10 avril 1875,29 juillet 1937,1041,https://www2.assemblee-nationale.fr/sycomore/fiche/1041
Bouilloux-Lafont,Maurice,Finistère Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,10 avril 1875,29 juillet 1937,1041,https://www2.assemblee-nationale.fr/sycomore/fiche/1041
Bouilloux-Lafont,Maurice,Finistère Groupe Gauche radicale,11 mai 1924,31 mai 1928,10 avril 1875,29 juillet 1937,1041,https://www2.assemblee-nationale.fr/sycomore/fiche/1041
Bouilloux-Lafont,Maurice,Finistère Groupe Gauche radicale,29 avril 1928,31 mai 1932,10 avril 1875,29 juillet 1937,1041,https://www2.assemblee-nationale.fr/sycomore/fiche/1041
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Socialistes unifiés,14 mars 1909,31 mai 1910,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,8 mai 1910,31 mai 1914,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,26 avril 1914,7 décembre 1919,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,16 novembre 1919,31 mai 1924,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,11 mai 1924,31 mai 1928,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,22 avril 1928,31 mai 1932,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Parti socialiste,1 mai 1932,31 mai 1936,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouisson,"Fernand, Emile, Honoré",Bouches-du-Rhône Groupe Non inscrit,3 mai 1936,31 mai 1942,16 juin 1874,28 décembre 1959,1043,https://www2.assemblee-nationale.fr/sycomore/fiche/1043
Bouissoud,"Charles, Paul, Adolphe, Claudius",Saône-et-Loire Groupe Républicains de gauche,22 avril 1928,31 mai 1932,30 juillet 1880,16 décembre 1942,1044,https://www2.assemblee-nationale.fr/sycomore/fiche/1044
Bouissoud,"Charles, Paul, Adolphe, Claudius",Saône-et-Loire Groupe Républicains de gauche,1 mai 1932,31 mai 1936,30 juillet 1880,16 décembre 1942,1044,https://www2.assemblee-nationale.fr/sycomore/fiche/1044
Bouissoud,"Charles, Paul, Adolphe, Claudius",Saône-et-Loire Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,30 juillet 1880,16 décembre 1942,1044,https://www2.assemblee-nationale.fr/sycomore/fiche/1044
Boulanger,"Georges, Ernest, Jean-Marie",Nord,15 avril 1888,12 juillet 1888,29 avril 1837,30 septembre 1891,1047,https://www2.assemblee-nationale.fr/sycomore/fiche/1047
Boulanger,"Georges, Ernest, Jean-Marie",Nord,19 août 1888,14 octobre 1889,29 avril 1837,30 septembre 1891,1047,https://www2.assemblee-nationale.fr/sycomore/fiche/1047
Boulanger,"Narcisse, Auguste, Noël",Pas-de-Calais Groupe Républicains de gauche,10 mai 1914,7 décembre 1919,14 janvier 1854,14 juin 1937,1048,https://www2.assemblee-nationale.fr/sycomore/fiche/1048
Boulanger,"Narcisse, Auguste, Noël",Pas-de-Calais Groupe Républicains de gauche,16 novembre 1919,31 mai 1924,14 janvier 1854,14 juin 1937,1048,https://www2.assemblee-nationale.fr/sycomore/fiche/1048
Boulanger,"Narcisse, Auguste, Noël",Pas-de-Calais Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,14 janvier 1854,14 juin 1937,1048,https://www2.assemblee-nationale.fr/sycomore/fiche/1048
Boulanger,"Narcisse, Auguste, Noël",Pas-de-Calais Groupe Républicains de gauche,22 avril 1928,31 mai 1932,14 janvier 1854,14 juin 1937,1048,https://www2.assemblee-nationale.fr/sycomore/fiche/1048
Boulanger-Bernet,Auguste,Pas-de-Calais,6 octobre 1889,14 octobre 1893,12 janvier 1831,17 octobre 1903,1049,https://www2.assemblee-nationale.fr/sycomore/fiche/1049
Amagat,"Louis, Amans",Cantal Groupe Extrême-gauche,21 août 1881,3 décembre 1881,12 juillet 1847,5 juillet 1890,105,https://www2.assemblee-nationale.fr/sycomore/fiche/105
Amagat,"Louis, Amans",Cantal,29 janvier 1882,14 octobre 1885,12 juillet 1847,5 juillet 1890,105,https://www2.assemblee-nationale.fr/sycomore/fiche/105
Amagat,"Louis, Amans",Cantal Groupe Républicain indépendant,18 octobre 1885,14 octobre 1889,12 juillet 1847,5 juillet 1890,105,https://www2.assemblee-nationale.fr/sycomore/fiche/105
Amagat,"Louis, Amans",Cantal,6 octobre 1889,5 juillet 1890,12 juillet 1847,5 juillet 1890,105,https://www2.assemblee-nationale.fr/sycomore/fiche/105
Boulay,Henri,Saône-et-Loire Groupe Parti socialiste,19 juillet 1931,31 mai 1932,14 juillet 1889,6 octobre 1942,1054,https://www2.assemblee-nationale.fr/sycomore/fiche/1054
Boulay,Henri,Saône-et-Loire Groupe Parti socialiste,8 mai 1932,31 mai 1936,14 juillet 1889,6 octobre 1942,1054,https://www2.assemblee-nationale.fr/sycomore/fiche/1054
Boulay,Henri,Saône-et-Loire Groupe Socialiste,3 mai 1936,31 mai 1942,14 juillet 1889,6 octobre 1942,1054,https://www2.assemblee-nationale.fr/sycomore/fiche/1054
Boulet,"Paul, Marie, Maurice",Hérault Groupe Parti de la jeune République,3 mai 1936,31 mai 1942,8 septembre 1894,27 juillet 1982,1056,https://www2.assemblee-nationale.fr/sycomore/fiche/1056
Boulet,"Paul, Marie, Maurice",Hérault Groupe Mouvement républicain populaire,2 juin 1946,27 novembre 1946,8 septembre 1894,27 juillet 1982,1056,https://www2.assemblee-nationale.fr/sycomore/fiche/1056
Boulet,"Paul, Marie, Maurice",Hérault Groupe Mouvement républicain populaire,10 novembre 1946,4 juillet 1951,8 septembre 1894,27 juillet 1982,1056,https://www2.assemblee-nationale.fr/sycomore/fiche/1056
Bouligand,"Pierre, François",Morbihan Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,22 novembre 1866,28 février 1930,1057,https://www2.assemblee-nationale.fr/sycomore/fiche/1057
Bouligand,"Pierre, François",Morbihan Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,22 novembre 1866,28 février 1930,1057,https://www2.assemblee-nationale.fr/sycomore/fiche/1057
Bouligand,"Pierre, François",Morbihan Groupe Républicain radical et radical-socialiste,29 avril 1928,28 février 1930,22 novembre 1866,28 février 1930,1057,https://www2.assemblee-nationale.fr/sycomore/fiche/1057
Vaujuas-Langan,"Henri, Marie, Jacques, Charles de",Mayenne Groupe Union des Droites,4 octobre 1885,14 octobre 1889,11 août 1830,13 janvier 1907,10589,https://www2.assemblee-nationale.fr/sycomore/fiche/10589
Boullay,Etienne,Saône-et-Loire Groupe Gauche radicale,18 octobre 1885,14 octobre 1889,16 mai 1825,28 mai 1893,1059,https://www2.assemblee-nationale.fr/sycomore/fiche/1059
Boullay,Etienne,Saône-et-Loire Groupe Gauche radicale,6 octobre 1889,28 mai 1893,16 mai 1825,28 mai 1893,1059,https://www2.assemblee-nationale.fr/sycomore/fiche/1059
Leboeuf,"Marcel, Louis, Maurice",Nièvre,19 décembre 1928,31 mai 1932,5 décembre 1872,11 mars 1943,10593,https://www2.assemblee-nationale.fr/sycomore/fiche/10593
Vitry,"Louis, Armand",Haute-Marne Groupe Gauche radicale,12 juin 1887,14 octobre 1889,20 novembre 1828,1 novembre 1916,10599,https://www2.assemblee-nationale.fr/sycomore/fiche/10599
Thomas,"Yves, Marie, Julien",Côtes-du-Nord,1 mai 1921,31 mai 1924,6 janvier 1854,25 décembre 1935,10601,https://www2.assemblee-nationale.fr/sycomore/fiche/10601
Boully,Georges,Yonne Groupe Républicain socialiste et socialiste français,11 mai 1924,31 mai 1928,20 février 1877,9 mars 1949,1063,https://www2.assemblee-nationale.fr/sycomore/fiche/1063
Boully,Georges,Yonne Groupe Parti socialiste français,8 mai 1932,31 mai 1936,20 février 1877,9 mars 1949,1063,https://www2.assemblee-nationale.fr/sycomore/fiche/1063
Bounin,Jacques,Alpes-Maritimes Groupe Non inscrit,26 avril 1939,31 mai 1942,26 mars 1908,10 décembre 1977,1067,https://www2.assemblee-nationale.fr/sycomore/fiche/1067
Amat,Jean-Baptiste,Haute-Garonne Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,14 juillet 1877,9 août 1961,107,https://www2.assemblee-nationale.fr/sycomore/fiche/107
Amat,Jean-Baptiste,Haute-Garonne Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,14 juillet 1877,9 août 1961,107,https://www2.assemblee-nationale.fr/sycomore/fiche/107
Bourcy,"Pascal, Emile",Charente-Inférieure Groupe Républicain,3 septembre 1893,31 mai 1898,1 octobre 1829,5 mai 1909,1073,https://www2.assemblee-nationale.fr/sycomore/fiche/1073
Bourely,"Paul, Elisée",Ardèche Groupe Radical-socialiste,22 octobre 1905,31 mai 1906,8 décembre 1867,11 novembre 1919,1076,https://www2.assemblee-nationale.fr/sycomore/fiche/1076
Bourely,"Paul, Elisée",Ardèche Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,8 décembre 1867,11 novembre 1919,1076,https://www2.assemblee-nationale.fr/sycomore/fiche/1076
Bourely,"Paul, Elisée",Ardèche Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,8 décembre 1867,11 novembre 1919,1076,https://www2.assemblee-nationale.fr/sycomore/fiche/1076
